CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIÓN (ton),VALOR DE LA PRODUCCIÓN (pesos),VALOR PROD. / SUP. COSECHADA
12,Guerrero,71,Xochistlahuaca,57100,Café cereza,6,6,36679,6113
15,México,10,Apaxco,58700,Cártamo,3,6,36540,12180
6,Colima,6,Ixtlahuacán,62200,Ciruela,8,6,51352,6419
12,Guerrero,4,Alcozauca de Guerrero,75600,Mango,1,6,15776,21035
14,Jalisco,6,Ameca,83500,Pitaya,2,6,111360,55680
14,Jalisco,41,Huejúcar,68400,Frijol,16,6,54400,3400
17,Morelos,29,Yautepec,57100,Café cereza,4,6,26376,6594
15,México,93,Tepetlaoxtoc,82300,Pera,1,6,31829,31829
15,México,11,Atenco,65300,Durazno,1,6,39690,39690
9,Distrito Federal,11,Tláhuac,63100,Col (repollo),1,7,26000,52000
11,Guanajuato,1,Abasolo,65300,Durazno,1,7,23450,23450
13,Hidalgo,32,Jaltocán,68400,Frijol,13,7,89700,6900
13,Hidalgo,39,Mineral del Monte,82300,Pera,1,7,53300,53300
14,Jalisco,90,Tenamaxtlán,68400,Frijol,7,7,78000,11143
15,México,66,Otzoloapan,68400,Frijol,5,7,87750,17550
15,México,110,Valle de Bravo,65300,Durazno,1,7,24700,24700
16,Michoacán,104,Villamar,70600,Guayaba,1,7,45441,72129
12,Guerrero,31,General Canuto A. Neri,68400,Frijol,8,7,61203,7650
15,México,104,Tlalnepantla de Baz,68400,Frijol,8,7,98403,12300
13,Hidalgo,20,Eloxochitlán,75400,Mamey,2,7,42770,21385
15,México,5,Almoloya de Juárez,75000,Semilla de maíz grano,11,7,221483,20135
14,Jalisco,104,Totatiche,56900,Cacahuate,7,7,75900,10843
16,Michoacán,111,Ziracuaretiro,74400,Macadamia,2,7,50145,25073
15,México,17,Ayapango,71000,Haba grano,3,7,106037,35346
14,Jalisco,62,Mixtlán,68400,Frijol,6,7,131488,23907
8,Chihuahua,35,Janos,62200,Ciruela,2,7,46437,24186
7,Chiapas,108,Villaflores,56900,Cacahuate,5,7,77625,17250
12,Guerrero,3,Ajuchitlán del Progreso,78300,Nanche,4,7,33225,8860
15,México,80,Sultepec,88800,Tamarindo,2,7,26475,13237
13,Hidalgo,34,Lolotla,61200,Chile verde,7,7,51452,7146
3,Baja California Sur,8,Los Cabos,60700,Chícharo,3,7,35180,11727
5,Coahuila,14,Jiménez,55100,Avena grano,4,7,17014,4253
10,Durango,5,Durango,60700,Chícharo,4,7,37400,9350
14,Jalisco,84,Talpa de Allende,60700,Chícharo,2,7,54800,27400
13,Hidalgo,68,Tianguistengo,54300,Arvejón,8,7,54810,7212
11,Guanajuato,15,Guanajuato,89700,Tomate rojo (jitomate),0,7,35672,509600
12,Guerrero,12,Ayutla de Los Libres,57100,Café cereza,7,7,54786,7827
7,Chiapas,37,Huehuetán,88700,Tabaco,6,7,137034,22839
11,Guanajuato,27,Salamanca,61900,Cilantro,2,7,19320,8400
14,Jalisco,51,Juanacatlán,60600,Chía,10,7,382950,38295
13,Hidalgo,79,Xochicoatlán,54300,Arvejón,14,7,93264,6568
2,Baja California,1,Ensenada,88900,Tangelo,2,7,35700,17850
11,Guanajuato,36,Santiago Maravatío,61900,Cilantro,2,7,32200,16100
12,Guerrero,7,Arcelia,78300,Nanche,1,7,40054,40054
12,Guerrero,41,Malinaltepec,82300,Pera,8,7,33875,4234
12,Guerrero,62,Tlacoachistlahuaca,72200,Jamaica,25,7,131220,5249
15,México,49,Joquicingo,79700,Nuez de castilla,2,7,196000,98000
15,México,123,Luvianos,70600,Guayaba,2,7,46200,23100
12,Guerrero,10,Atlixtac,69000,Garbanzo grano,13,7,71857,5527
12,Guerrero,9,Atlamajalcingo del Monte,73900,Limón,2,7,30600,20400
14,Jalisco,24,Cocula,68400,Frijol,8,7,96915,12922
10,Durango,37,Topia,90500,Trigo grano,2,7,26980,13490
15,México,88,Tenancingo,93100,Zarzamora,1,7,90028,90028
12,Guerrero,14,Benito Juárez,73900,Limón,1,7,26953,26953
11,Guanajuato,4,Apaseo El Alto,65300,Durazno,1,7,45702,45702
14,Jalisco,86,Tapalpa,68100,Frambuesa,0,7,107250,238333
10,Durango,9,Guanaceví,65300,Durazno,6,7,36000,6000
14,Jalisco,87,Tecalitlán,68900,Garbanzo forrajero,4,7,7200,1800
15,México,123,Luvianos,75600,Mango,1,7,21600,21600
16,Michoacán,38,Huetamo,68400,Frijol,6,7,87120,14520
15,México,9,Amecameca,71000,Haba grano,3,7,116160,38720
14,Jalisco,58,Mascota,68400,Frijol,8,7,140423,17553
10,Durango,16,Nombre de Dios,75000,Semilla de maíz grano,1,7,94770,94770
12,Guerrero,51,Quechultenango,88800,Tamarindo,2,7,39267,19633
13,Hidalgo,33,Juárez Hidalgo,61200,Chile verde,9,7,43860,5160
12,Guerrero,48,Petatlán,72200,Jamaica,29,7,171981,5930
3,Baja California Sur,3,La Paz,68400,Frijol,10,7,73606,7361
15,México,5,Almoloya de Juárez,68400,Frijol,7,7,55125,7875
7,Chiapas,40,Huixtla,68400,Frijol,8,7,73157,9145
7,Chiapas,87,Suchiate,50800,Ajonjolí,16,7,117760,7360
9,Distrito Federal,4,Cuajimalpa de Morelos,71100,Haba verde,4,7,45385,11346
12,Guerrero,55,Taxco de Alarcón,78500,Naranja,2,7,22275,11138
13,Hidalgo,10,Atitalaquia,90500,Trigo grano,2,7,20720,10360
12,Guerrero,55,Taxco de Alarcón,71000,Haba grano,4,7,110159,31031
2,Baja California,1,Ensenada,79700,Nuez de castilla,5,8,43500,8700
7,Chiapas,48,Juárez,68400,Frijol,17,8,91875,5326
8,Chihuahua,60,Santa Bárbara,61200,Chile verde,0,8,30375,121500
11,Guanajuato,10,Coroneo,79200,Nopalitos,1,8,25592,25592
11,Guanajuato,20,León,82100,Pepino,0,8,37500,150000
12,Guerrero,9,Atlamajalcingo del Monte,78500,Naranja,1,8,37395,37395
12,Guerrero,55,Taxco de Alarcón,92900,Zapote,1,8,18750,18750
14,Jalisco,14,Atoyac,61900,Cilantro,2,8,25875,12938
14,Jalisco,54,El Limón,59400,Cebolla,0,8,30000,120000
14,Jalisco,61,Mezquitic,56900,Cacahuate,10,8,76500,7650
14,Jalisco,79,Gómez Farías,70100,Granada,3,8,51000,17000
15,México,96,Tequixquiac,69400,Girasol,3,8,50250,16750
15,México,111,Villa de Allende,82300,Pera,1,8,30000,30000
16,Michoacán,97,Turicato,72200,Jamaica,15,8,184220,12281
16,Michoacán,101,Tzitzio,77550,Moringa,5,8,45000,9000
15,México,86,Temascaltepec,78500,Naranja,1,8,23343,23343
7,Chiapas,49,Larráinzar,50600,Aguacate,2,8,48951,24476
5,Coahuila,16,Lamadrid,65300,Durazno,5,8,97660,19532
5,Coahuila,20,Múzquiz,68400,Frijol,15,8,76002,5067
7,Chiapas,70,El Porvenir,65300,Durazno,3,8,51680,20672
13,Hidalgo,14,Calnali,61200,Chile verde,8,8,59280,7410
14,Jalisco,20,Cabo Corrientes,79050,Noni,2,8,49628,24814
14,Jalisco,37,El Grullo,83500,Pitaya,2,8,94088,47044
16,Michoacán,3,Álvaro Obregón,50600,Aguacate,2,8,86760,43380
13,Hidalgo,77,Tulancingo de Bravo,90500,Trigo grano,5,8,20655,4590
12,Guerrero,55,Taxco de Alarcón,57700,Calabaza semilla o chihua,27,8,199940,7545
13,Hidalgo,12,Atotonilco El Grande,59200,Cebada grano,7,8,23878,3411
7,Chiapas,70,El Porvenir,90500,Trigo grano,8,8,31579,3947
10,Durango,22,Poanas,62200,Ciruela,6,8,39000,6500
13,Hidalgo,21,Emiliano Zapata,68400,Frijol,12,8,66300,5525
15,México,122,Valle de Chalco Solidaridad,68400,Frijol,6,8,92698,15450
17,Morelos,17,Puente de Ixtla,61200,Chile verde,1,8,24960,24960
12,Guerrero,40,Leonardo Bravo,75600,Mango,1,8,24853,24853
15,México,75,San Martín de Las Pirámides,74500,Maguey pulquero (miles de lts.),1,8,27240,45399
8,Chihuahua,21,Delicias,61100,Chile seco,3,8,472200,168043
13,Hidalgo,82,Zapotlán de Juárez,68400,Frijol,13,8,75443,6035
14,Jalisco,101,Tonalá,89800,Tomate verde,1,8,31908,31908
14,Jalisco,83,Tala,65300,Durazno,2,8,63600,42400
2,Baja California,1,Ensenada,68400,Frijol,4,8,64000,16000
3,Baja California Sur,3,La Paz,61900,Cilantro,1,8,38400,38400
11,Guanajuato,26,Romita,53500,Anís,8,8,240000,30000
13,Hidalgo,24,Huasca de Ocampo,89800,Tomate verde,2,8,71200,35600
13,Hidalgo,28,Huejutla de Reyes,75500,Mandarina,1,8,6400,6400
13,Hidalgo,53,San Bartolo Tutotepec,56900,Cacahuate,8,8,152000,19000
14,Jalisco,59,Mazamitla,70600,Guayaba,2,8,44000,22000
14,Jalisco,81,Santa María de Los Ángeles,79700,Nuez de castilla,2,8,200000,100000
15,México,82,Tejupilco,68400,Frijol,20,8,120000,6000
15,México,110,Valle de Bravo,68100,Frambuesa,2,8,112000,56000
15,México,112,Villa del Carbón,68100,Frambuesa,2,8,228000,114000
15,México,114,Villa Victoria,62200,Ciruela,2,8,36440,18220
15,México,114,Villa Victoria,75800,Manzana,2,8,56000,28000
15,México,118,Zinacantepec,75000,Semilla de maíz grano,7,8,249400,35629
16,Michoacán,14,Coahuayana,68400,Frijol,10,8,72000,7200
17,Morelos,26,Tlayacapan,70600,Guayaba,1,8,48748,48748
2,Baja California,4,Tijuana,78500,Naranja,2,8,16020,8010
5,Coahuila,8,Escobedo,74900,Maíz grano,6,8,27704,4617
12,Guerrero,7,Arcelia,70600,Guayaba,1,8,56117,56117
12,Guerrero,14,Benito Juárez,50800,Ajonjolí,13,8,97311,7485
12,Guerrero,75,Eduardo Neri,70600,Guayaba,3,8,28083,11233
12,Guerrero,62,Tlacoachistlahuaca,57100,Café cereza,8,8,46868,5859
15,México,20,Coacalco de Berriozábal,74900,Maíz grano,2,8,28609,14305
16,Michoacán,93,Tlalpujahua,62200,Ciruela,1,8,37163,37163
13,Hidalgo,33,Juárez Hidalgo,54300,Arvejón,22,8,98857,4598
13,Hidalgo,3,Actopan,71100,Haba verde,2,8,30266,20177
8,Chihuahua,35,Janos,82300,Pera,1,8,115600,115600
10,Durango,5,Durango,82100,Pepino,1,8,49200,49200
12,Guerrero,55,Taxco de Alarcón,75400,Mamey,2,8,39360,19680
13,Hidalgo,55,Santiago de Anaya,90500,Trigo grano,2,8,26240,13120
15,México,1,Acambay de Ruíz Castañeda,65300,Durazno,2,8,114800,57400
16,Michoacán,89,Tepalcatepec,92900,Zapote,2,8,43336,21668
12,Guerrero,9,Atlamajalcingo del Monte,82300,Pera,4,8,41101,10025
15,México,99,Texcoco,54300,Arvejón,7,8,39235,6036
12,Guerrero,74,Zitlala,75600,Mango,1,8,26496,26496
14,Jalisco,22,Cihuatlán,74200,Litchi,2,8,90636,45318
12,Guerrero,49,Pilcaya,50600,Aguacate,2,8,67200,44800
13,Hidalgo,40,La Misión,73900,Limón,2,8,43895,21948
14,Jalisco,79,Gómez Farías,65300,Durazno,2,8,73920,36960
16,Michoacán,5,Angangueo,60700,Chícharo,4,8,40740,11640
5,Coahuila,11,General Cepeda,62200,Ciruela,2,8,46420,23210
13,Hidalgo,81,Zacualtipán de Ángeles,61200,Chile verde,8,8,70392,8799
8,Chihuahua,36,Jiménez,61100,Chile seco,5,9,382500,76500
13,Hidalgo,6,Alfajayucan,89700,Tomate rojo (jitomate),1,9,51000,51000
15,México,103,Tlalmanalco,53400,Amaranto,5,9,94223,18845
13,Hidalgo,20,Eloxochitlán,92900,Zapote,4,9,24080,6020
13,Hidalgo,47,Pacula,75800,Manzana,2,9,61920,30960
15,México,69,Papalotla,57400,Calabacita,1,9,30376,60752
15,México,112,Villa del Carbón,68400,Frijol,10,9,100678,10068
14,Jalisco,25,Colotlán,68400,Frijol,16,9,58752,3672
17,Morelos,16,Ocuituco,61200,Chile verde,2,9,76464,42480
17,Morelos,29,Yautepec,62200,Ciruela,1,9,24380,24380
9,Distrito Federal,12,Tlalpan,89300,Tejocote,2,9,96800,48400
11,Guanajuato,17,Irapuato,69400,Girasol,4,9,70400,17600
13,Hidalgo,17,Chapantongo,75800,Manzana,4,9,86240,21560
9,Distrito Federal,10,Álvaro Obregón,89300,Tejocote,2,9,93262,46631
9,Distrito Federal,10,Álvaro Obregón,60200,Chabacano,5,9,59738,11713
14,Jalisco,68,Villa Purificación,70600,Guayaba,4,9,34896,8724
5,Coahuila,2,Acuña,76700,Melón,1,9,21805,21805
14,Jalisco,91,Teocaltiche,75800,Manzana,2,9,121930,60965
9,Distrito Federal,8,La Magdalena Contreras,89300,Tejocote,2,9,94106,47053
15,México,1,Acambay de Ruíz Castañeda,82300,Pera,2,9,34866,17433
12,Guerrero,51,Quechultenango,90000,Toronja (pomelo),1,9,29380,29380
17,Morelos,14,Mazatepec,61200,Chile verde,1,9,72926,56097
3,Baja California Sur,2,Mulegé,51100,Albahaca,1,9,315000,315000
6,Colima,3,Comala,65300,Durazno,2,9,68805,34403
10,Durango,28,San Juan del Río,78500,Naranja,6,9,40500,6750
11,Guanajuato,20,León,61900,Cilantro,3,9,27000,9000
11,Guanajuato,44,Villagrán,69400,Girasol,5,9,72000,14400
12,Guerrero,17,Cocula,75400,Mamey,1,9,70650,70650
12,Guerrero,23,Cuajinicuilapa,70600,Guayaba,5,9,25165,5033
12,Guerrero,37,Ixcateopan de Cuauhtémoc,75600,Mango,3,9,27750,9250
12,Guerrero,60,Tetipac,73900,Limón,2,9,40500,27000
13,Hidalgo,84,Zimapán,59400,Cebolla,1,9,36000,36000
14,Jalisco,23,Zapotlán el Grande,82300,Pera,2,9,70200,35100
15,México,66,Otzoloapan,70600,Guayaba,1,9,72000,72000
15,México,107,Tonatico,66000,Ejote,1,9,38250,38250
15,México,125,Tonanitla,55100,Avena grano,5,9,35100,7020
16,Michoacán,41,Irimbo,65300,Durazno,1,9,29700,29700
17,Morelos,2,Atlatlahucan,73900,Limón,1,9,47250,47250
14,Jalisco,25,Colotlán,57700,Calabaza semilla o chihua,17,9,369410,21730
3,Baja California Sur,8,Los Cabos,61700,Chives,3,9,259928,94519
15,México,105,Tlatlaya,57400,Calabacita,1,9,49665,90300
12,Guerrero,8,Atenango del Río,83900,Plátano,2,9,46313,23156
7,Chiapas,74,Reforma,57000,Cacao,23,9,384111,16700
13,Hidalgo,53,San Bartolo Tutotepec,75800,Manzana,13,9,33670,2590
15,México,105,Tlatlaya,89800,Tomate verde,1,9,61880,123760
9,Distrito Federal,13,Xochimilco,75800,Manzana,1,9,114000,95000
12,Guerrero,68,La Unión de Isidoro Montes de Oca,50800,Ajonjolí,17,9,114197,6921
15,México,44,Jaltenco,68400,Frijol,12,9,145920,12160
13,Hidalgo,54,San Salvador,89800,Tomate verde,1,9,44012,44012
8,Chihuahua,50,Nuevo Casas Grandes,60100,Cereza,4,9,506000,126500
14,Jalisco,58,Mascota,60600,Chía,20,9,506000,25300
15,México,89,Tenango del Aire,90600,Semilla de trigo grano,8,9,78660,9833
15,México,99,Texcoco,84400,Poro,1,9,30887,30887
13,Hidalgo,84,Zimapán,89800,Tomate verde,1,9,32490,31853
3,Baja California Sur,1,Comondú,82100,Pepino,1,9,74400,74400
5,Coahuila,7,Cuatro Ciénegas,90500,Trigo grano,2,9,33945,16973
16,Michoacán,55,Múgica,78300,Nanche,3,9,57232,19077
15,México,32,Donato Guerra,90500,Trigo grano,12,9,41291,3441
8,Chihuahua,47,Moris,90500,Trigo grano,13,9,60840,4680
2,Baja California,1,Ensenada,90000,Toronja (pomelo),2,9,47549,21613
11,Guanajuato,18,Jaral del Progreso,69400,Girasol,4,9,75200,18800
15,México,115,Xonacatlán,82300,Pera,4,9,32900,8225
13,Hidalgo,55,Santiago de Anaya,93200,Zempoalxochitl,1,9,45921,45921
15,México,89,Tenango del Aire,68400,Frijol,8,9,103840,12980
15,México,67,Otzolotepec,75800,Manzana,3,9,72188,24063
12,Guerrero,57,Técpan de Galeana,72200,Jamaica,31,9,210131,6778
12,Guerrero,28,Chilapa de Álvarez,50600,Aguacate,2,9,70994,47330
17,Morelos,29,Yautepec,70600,Guayaba,1,9,56934,47445
10,Durango,18,El Oro,68400,Frijol,102,10,85500,838
12,Guerrero,41,Malinaltepec,75800,Manzana,9,10,46444,5160
15,México,44,Jaltenco,91100,Triticale grano,5,10,31160,6232
13,Hidalgo,2,Acaxochitlán,68400,Frijol,27,10,94230,3490
8,Chihuahua,20,Chínipas,90500,Trigo grano,12,10,64800,5400
12,Guerrero,23,Cuajinicuilapa,61100,Chile seco,15,10,211680,14112
12,Guerrero,49,Pilcaya,73900,Limón,2,10,34800,17400
14,Jalisco,55,Magdalena,60600,Chía,20,10,542000,27100
17,Morelos,27,Totolapan,71000,Haba grano,3,10,111944,36111
14,Jalisco,12,Atenguillo,68400,Frijol,10,10,195164,19516
13,Hidalgo,77,Tulancingo de Bravo,68400,Frijol,30,10,94228,3141
10,Durango,19,Otáez,50600,Aguacate,2,10,155840,77920
13,Hidalgo,52,San Agustín Tlaxiaca,68400,Frijol,13,10,84750,6519
15,México,106,Toluca,99700,Semilla de triticale grano,5,10,112125,22425
4,Campeche,8,Tenabo,68550,Frijol x pelón,5,10,39156,7831
12,Guerrero,34,Huitzuco de Los Figueroa,68400,Frijol,16,10,112355,7249
10,Durango,5,Durango,61900,Cilantro,6,10,32480,5905
12,Guerrero,1,Acapulco de Juárez,79200,Nopalitos,2,10,40658,20329
8,Chihuahua,7,Balleza,68400,Frijol,30,10,84645,2822
14,Jalisco,84,Talpa de Allende,56900,Cacahuate,5,10,119410,22530
14,Jalisco,106,Tuxcacuesco,68400,Frijol,10,10,183150,18315
15,México,28,Chiautla,68400,Frijol,10,10,106465,10646
16,Michoacán,18,Copándaro,91200,Tuna,3,10,38910,12970
10,Durango,30,San Pedro del Gallo,65300,Durazno,9,10,74925,8325
12,Guerrero,15,Buenavista de Cuéllar,70600,Guayaba,3,10,65285,21762
3,Baja California Sur,3,La Paz,70600,Guayaba,5,10,73556,16346
6,Colima,5,Cuauhtémoc,78500,Naranja,1,10,30200,30200
8,Chihuahua,13,Casas Grandes,60200,Chabacano,5,10,160000,32000
11,Guanajuato,15,Guanajuato,76900,Membrillo,2,10,77000,38500
11,Guanajuato,19,Jerécuaro,71000,Haba grano,8,10,52000,6500
12,Guerrero,4,Alcozauca de Guerrero,65300,Durazno,10,10,45000,4500
12,Guerrero,33,Huamuxtitlán,62200,Ciruela,6,10,85610,14268
12,Guerrero,52,San Luis Acatlán,57000,Cacao,10,10,56485,5649
12,Guerrero,59,Tepecoacuilco de Trujano,75000,Semilla de maíz grano,3,10,131332,43777
13,Hidalgo,7,Almoloya,60600,Chía,10,10,751000,75100
13,Hidalgo,66,Villa de Tezontepec,90500,Trigo grano,5,10,31500,6300
13,Hidalgo,67,Tezontepec de Aldama,65300,Durazno,2,10,116000,58000
14,Jalisco,15,Autlán de Navarro,68400,Frijol,10,10,164000,16400
14,Jalisco,67,Puerto Vallarta,88800,Tamarindo,2,10,52194,26097
14,Jalisco,97,Tlajomulco de Zúñiga,79700,Nuez de castilla,4,10,260000,65000
16,Michoacán,54,Morelos,66500,Espárrago,2,10,350000,175000
16,Michoacán,81,Susupuato,56900,Cacahuate,4,10,69600,17400
16,Michoacán,99,Tuzantla,77550,Moringa,2,10,60000,30000
16,Michoacán,106,Yurécuaro,68400,Frijol,10,10,100000,10000
13,Hidalgo,62,Tepehuacán de Guerrero,61200,Chile verde,11,10,105105,9555
7,Chiapas,53,Mazapa de Madero,57100,Café cereza,3,10,53989,16116
15,México,3,Aculco,68400,Frijol,12,10,114013,9501
7,Chiapas,9,Arriaga,73900,Limón,8,10,24875,3063
7,Chiapas,38,Huixtán,90500,Trigo grano,28,10,43949,1570
14,Jalisco,71,San Cristóbal de La Barranca,68400,Frijol,12,10,131040,10920
15,México,2,Acolman,87900,Sorgo forrajero en verde,1,10,8585,8585
7,Chiapas,97,Tonalá,92900,Zapote,8,10,33040,4130
6,Colima,5,Cuauhtémoc,75600,Mango,1,10,30600,30600
12,Guerrero,29,Chilpancingo de Los Bravo,56900,Cacahuate,12,10,105631,8803
12,Guerrero,35,Iguala de La Independencia,87700,Sorgo escobero,3,10,54060,18020
12,Guerrero,62,Tlacoachistlahuaca,61100,Chile seco,15,10,425554,28370
13,Hidalgo,84,Zimapán,62200,Ciruela,3,10,61200,20400
14,Jalisco,72,San Diego de Alejandría,68400,Frijol,11,10,91800,8160
16,Michoacán,34,Hidalgo,68400,Frijol,9,10,114750,13500
7,Chiapas,51,Mapastepec,68400,Frijol,14,10,102098,7190
8,Chihuahua,66,Uruachi,90500,Trigo grano,14,10,67452,4818
13,Hidalgo,4,Agua Blanca de Iturbide,68400,Frijol,32,10,99602,3113
12,Guerrero,11,Atoyac de Álvarez,78300,Nanche,2,10,65616,32808
16,Michoacán,21,Charapan,75800,Manzana,3,10,43525,17410
14,Jalisco,77,San Martín Hidalgo,60600,Chía,16,10,328640,20162
7,Chiapas,53,Mazapa de Madero,90500,Trigo grano,7,10,41160,5880
15,México,32,Donato Guerra,75800,Manzana,2,10,107200,53600
9,Distrito Federal,10,Álvaro Obregón,76900,Membrillo,2,10,57408,28704
13,Hidalgo,42,Molango de Escamilla,54300,Arvejón,20,10,134420,6893
14,Jalisco,45,Ixtlahuacán del Río,62200,Ciruela,2,10,34020,17010
9,Distrito Federal,10,Álvaro Obregón,71100,Haba verde,5,10,63934,12787
10,Durango,13,Mapimí,68400,Frijol,6,10,109200,19855
12,Guerrero,15,Buenavista de Cuéllar,56900,Cacahuate,8,10,164840,20605
15,México,88,Tenancingo,79700,Nuez de castilla,5,10,156000,31200
16,Michoacán,41,Irimbo,82300,Pera,1,10,29140,29140
8,Chihuahua,39,López,68400,Frijol,7,11,84000,12000
8,Chihuahua,48,Namiquipa,50700,Ajo,3,11,367500,122500
9,Distrito Federal,11,Tláhuac,61200,Chile verde,2,11,100938,67292
10,Durango,8,Guadalupe Victoria,79600,Nuez,21,11,787500,37500
10,Durango,36,Tlahualilo,71500,Higo,3,11,231000,77000
11,Guanajuato,15,Guanajuato,69000,Garbanzo grano,5,11,40950,8190
12,Guerrero,22,Coyuca de Catalán,62200,Ciruela,5,11,37833,7567
14,Jalisco,98,San Pedro Tlaquepaque,69000,Garbanzo grano,7,11,34650,4950
17,Morelos,5,Coatlán del Río,88800,Tamarindo,4,11,33240,9497
15,México,31,Chimalhuacán,74900,Maíz grano,5,11,36002,8000
3,Baja California Sur,8,Los Cabos,89100,Tarragon,4,11,329695,94199
14,Jalisco,8,Arandas,68400,Frijol,10,11,106920,10692
16,Michoacán,5,Angangueo,65300,Durazno,2,11,62532,31266
12,Guerrero,35,Iguala de La Independencia,70600,Guayaba,2,11,65419,32710
16,Michoacán,59,Nuevo Urecho,58500,Carambolo,2,11,75439,50293
12,Guerrero,71,Xochistlahuaca,57000,Cacao,11,11,85430,7766
14,Jalisco,95,Teuchitlán,68400,Frijol,11,11,124121,11284
12,Guerrero,43,Metlatónoc,68400,Frijol,25,11,175274,7011
13,Hidalgo,43,Nicolás Flores,61200,Chile verde,2,11,69300,34650
14,Jalisco,42,Huejuquilla El Alto,68400,Frijol,20,11,84700,4235
14,Jalisco,114,Villa Corona,89800,Tomate verde,1,11,88000,88000
15,México,8,Amatepec,76700,Melón,1,11,77000,77000
15,México,63,Ocuilan,83900,Plátano,1,11,44000,44000
15,México,67,Otzolotepec,82300,Pera,4,11,99000,24750
16,Michoacán,92,Tiquicheo de Nicolás Romero,56900,Cacahuate,10,11,178200,17820
14,Jalisco,82,Sayula,83500,Pitaya,3,11,100122,33374
14,Jalisco,84,Talpa de Allende,68400,Frijol,11,11,170349,15920
12,Guerrero,72,Zapotitlán Tablas,69000,Garbanzo grano,37,11,113420,3065
13,Hidalgo,71,Tlahuiltepa,89800,Tomate verde,2,11,59940,31547
8,Chihuahua,32,Hidalgo del Parral,68400,Frijol,7,11,134400,19200
11,Guanajuato,25,Purísima del Rincón,79700,Nuez de castilla,14,11,728000,52000
14,Jalisco,61,Mezquitic,68400,Frijol,20,11,85120,4256
3,Baja California Sur,8,Los Cabos,56700,Brócoli,1,11,175402,175402
11,Guanajuato,15,Guanajuato,61900,Cilantro,4,11,46750,13357
11,Guanajuato,15,Guanajuato,75800,Manzana,3,11,80500,32200
7,Chiapas,101,Tuxtla Gutiérrez,73900,Limón,2,11,30171,15086
12,Guerrero,66,Tlapa de Comonfort,73900,Limón,1,11,64105,45789
15,México,105,Tlatlaya,57100,Café cereza,16,11,53882,3467
17,Morelos,17,Puente de Ixtla,63000,Coco fruta,1,11,27118,38740
10,Durango,21,Peñón Blanco,60200,Chabacano,2,11,69680,34840
12,Guerrero,79,José Joaquín de Herrera,50600,Aguacate,2,11,141159,70580
14,Jalisco,58,Mascota,58400,Capulín,3,11,76608,25536
14,Jalisco,102,Tonaya,83500,Pitaya,3,11,148200,49400
15,México,82,Tejupilco,57100,Café cereza,16,11,61616,3912
15,México,118,Zinacantepec,75800,Manzana,3,11,69675,23225
9,Distrito Federal,12,Tlalpan,68400,Frijol,13,11,176903,13821
12,Guerrero,37,Ixcateopan de Cuauhtémoc,89800,Tomate verde,1,11,48075,64100
12,Guerrero,4,Alcozauca de Guerrero,78500,Naranja,2,12,62365,31182
12,Guerrero,9,Atlamajalcingo del Monte,65300,Durazno,6,12,57262,9544
14,Jalisco,45,Ixtlahuacán del Río,69400,Girasol,10,12,35650,3565
16,Michoacán,39,Huiramba,90500,Trigo grano,10,12,36235,3624
16,Michoacán,46,Juárez,88100,Sorgo grano,3,12,38410,15364
12,Guerrero,39,Juan R. Escudero,56900,Cacahuate,6,12,153095,25516
13,Hidalgo,32,Jaltocán,74200,Litchi,6,12,188685,34306
17,Morelos,11,Jiutepec,66000,Ejote,1,12,61375,55795
13,Hidalgo,1,Acatlán,68400,Frijol,34,12,114007,3403
12,Guerrero,70,Xochihuehuetlán,68400,Frijol,17,12,171331,9847
15,México,70,La Paz,59200,Cebada grano,6,12,40677,7396
7,Chiapas,7,Amatenango del Valle,50600,Aguacate,3,12,76302,25434
7,Chiapas,33,Francisco León,68400,Frijol,28,12,143203,5207
12,Guerrero,17,Cocula,66800,Estropajo,9,12,612040,68004
12,Guerrero,60,Tetipac,62200,Ciruela,6,12,31800,5782
14,Jalisco,118,Yahualica de González Gallo,70600,Guayaba,3,12,71955,23985
13,Hidalgo,58,Tasquillo,84800,Rabanito,3,12,50173,20069
5,Coahuila,23,Ocampo,65300,Durazno,23,12,132610,5766
16,Michoacán,103,Venustiano Carranza,73900,Limón,2,12,28039,14161
13,Hidalgo,42,Molango de Escamilla,75800,Manzana,7,12,86100,13246
14,Jalisco,45,Ixtlahuacán del Río,75600,Mango,2,12,43300,21650
7,Chiapas,11,Bella Vista,82300,Pera,8,12,85307,10663
14,Jalisco,97,Tlajomulco de Zúñiga,69000,Garbanzo grano,8,12,36952,4619
15,México,99,Texcoco,66700,Espinaca,1,12,53775,53775
7,Chiapas,62,Ostuacán,57100,Café cereza,9,12,46251,5139
1,Aguascalientes,3,Calvillo,60600,Chía,27,12,306000,11333
1,Aguascalientes,3,Calvillo,75800,Manzana,2,12,50400,25200
1,Aguascalientes,10,El Llano,75800,Manzana,2,12,48000,24000
2,Baja California,3,Tecate,82300,Pera,8,12,126000,15750
2,Baja California,4,Tijuana,73900,Limón,4,12,30000,7500
