CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIÓN (ton),VALOR DE LA PRODUCCIÓN (pesos),VALOR PROD. / SUP. COSECHADA
12,Guerrero,60,Tetipac,74900,Maíz grano,1999,5625,25270249,12643
7,Chiapas,75,Las Rosas,58300,Semilla de caña de azúcar,59,5635,2785983,47616
16,Michoacán,85,Tangancícuaro,93100,Zarzamora,185,5635,211308000,1143751
16,Michoacán,76,Sahuayo,89700,Tomate rojo (jitomate),102,5636,33608857,329499
7,Chiapas,49,Larráinzar,81000,Papa,315,5639,42965370,136398
7,Chiapas,83,Socoltenango,74900,Maíz grano,3175,5639,20843235,6565
14,Jalisco,98,San Pedro Tlaquepaque,59400,Cebolla,221,5640,17480535,79097
6,Colima,10,Villa de Álvarez,89700,Tomate rojo (jitomate),115,5650,40580000,352870
11,Guanajuato,8,Manuel Doblado,54900,Avena forrajera en verde,218,5668,1643720,7540
11,Guanajuato,22,Ocampo,68400,Frijol,11350,5675,47159250,4155
11,Guanajuato,37,Silao de La Victoria,66100,Elote,272,5682,11091943,40779
15,México,41,Ixtapan del Oro,74900,Maíz grano,2114,5687,21049560,9957
16,Michoacán,25,Chilchota,50600,Aguacate,702,5687,79537272,113280
12,Guerrero,44,Mochitlán,72400,Jícama,182,5688,23925663,131460
14,Jalisco,79,Gómez Farías,50600,Aguacate,666,5689,70889880,106505
7,Chiapas,79,San Fernando,74900,Maíz grano,3253,5693,17610346,5413
13,Hidalgo,8,Apan,74900,Maíz grano,2851,5701,22452803,7877
15,México,111,Villa de Allende,50600,Aguacate,411,5701,68689500,167189
14,Jalisco,107,Tuxcueca,74900,Maíz grano,1135,5705,18217000,16047
7,Chiapas,114,Benemérito de Las Américas,74900,Maíz grano,6237,5711,20931310,3356
16,Michoacán,85,Tangancícuaro,54900,Avena forrajera en verde,316,5724,5138264,16260
10,Durango,18,El Oro,54900,Avena forrajera en verde,708,5731,3420620,4831
10,Durango,6,General Simón Bolívar,74700,Maíz forrajero en verde,146,5733,2580039,17672
1,Aguascalientes,10,El Llano,81900,Pastos y praderas en verde,759,5735,2634953,3472
15,México,81,Tecámac,74900,Maíz grano,2881,5738,20109085,6981
10,Durango,30,San Pedro del Gallo,87900,Sorgo forrajero en verde,374,5751,2300376,6151
8,Chihuahua,1,Ahumada,54900,Avena forrajera en verde,180,5760,3456000,19200
13,Hidalgo,35,Metepec,89700,Tomate rojo (jitomate),32,5760,30896006,965500
14,Jalisco,50,Jocotepec,59400,Cebolla,160,5760,14157504,88484
15,México,106,Toluca,74700,Maíz forrajero en verde,115,5763,3428777,29815
7,Chiapas,50,La Libertad,74900,Maíz grano,3830,5764,19554840,5106
15,México,15,Atlautla,89800,Tomate verde,315,5765,12306746,39069
16,Michoacán,30,Ecuandureo,88100,Sorgo grano,1115,5775,19830241,17785
6,Colima,1,Armería,64000,Copra,5439,5788,27027095,4969
5,Coahuila,29,Sacramento,87900,Sorgo forrajero en verde,243,5802,3053143,12564
11,Guanajuato,11,Cortazar,75000,Semilla de maíz grano,1350,5805,70821000,52460
16,Michoacán,21,Charapan,74900,Maíz grano,2700,5805,17119351,6341
10,Durango,24,Rodeo,92200,Zacate,757,5806,1074145,1419
7,Chiapas,108,Villaflores,81300,Papaya,58,5806,29305961,505275
11,Guanajuato,28,Salvatierra,56700,Brócoli,435,5810,29839845,68597
7,Chiapas,26,Chenalhó,74900,Maíz grano,4691,5825,22379190,4771
11,Guanajuato,28,Salvatierra,92700,Zanahoria,247,5826,13840015,56032
8,Chihuahua,21,Delicias,54900,Avena forrajera en verde,182,5827,2063298,11331
7,Chiapas,116,Marqués de Comillas,74900,Maíz grano,6865,5832,21183261,3086
14,Jalisco,97,Tlajomulco de Zúñiga,81900,Pastos y praderas en verde,240,5833,2250687,9390
7,Chiapas,77,Salto de Agua,80300,Palma africana o de aceite,1250,5836,8461838,6769
8,Chihuahua,11,Camargo,89700,Tomate rojo (jitomate),90,5849,74234087,824823
16,Michoacán,105,Vista Hermosa,57900,Camote,273,5852,19944900,73058
4,Campeche,11,Candelaria,81300,Papaya,63,5859,36718880,582839
12,Guerrero,66,Tlapa de Comonfort,74900,Maíz grano,4274,5861,26205390,6132
15,México,50,Juchitepec,90500,Trigo grano,1898,5864,19190175,10111
11,Guanajuato,28,Salvatierra,59400,Cebolla,242,5865,17038780,70408
16,Michoacán,82,Tacámbaro,81900,Pastos y praderas en verde,885,5879,3892996,4399
16,Michoacán,53,Morelia,54900,Avena forrajera en verde,435,5885,4327500,9948
16,Michoacán,53,Morelia,50600,Aguacate,718,5888,68389478,95250
16,Michoacán,14,Coahuayana,61200,Chile verde,155,5890,18847832,121599
16,Michoacán,95,Tocumbo,93100,Zarzamora,380,5890,208503997,548695
11,Guanajuato,30,San Felipe,61300,Chile verde morrón,60,5895,62752500,1045875
11,Guanajuato,5,Apaseo El Grande,73300,Lechuga,321,5899,14630239,45577
1,Aguascalientes,4,Cosío,91300,Uva,347,5899,12118198,34923
17,Morelos,22,Tetela del Volcán,65300,Durazno,750,5903,49653501,66205
12,Guerrero,59,Tepecoacuilco de Trujano,74900,Maíz grano,2379,5906,19066047,8013
14,Jalisco,116,Villa Hidalgo,54900,Avena forrajera en verde,253,5912,2598405,10270
13,Hidalgo,11,Atlapexco,74900,Maíz grano,4005,5929,27531000,6874
16,Michoacán,108,Zamora,82100,Pepino,197,5933,27099105,137559
11,Guanajuato,22,Ocampo,74900,Maíz grano,7420,5936,19758985,2663
16,Michoacán,98,Tuxpan,89800,Tomate verde,310,5936,18574232,59917
1,Aguascalientes,11,San Francisco de Los Romo,81900,Pastos y praderas en verde,140,5939,3399745,24284
16,Michoacán,77,San Lucas,76700,Melón,145,5945,17835000,123000
11,Guanajuato,18,Jaral del Progreso,59200,Cebada grano,1081,5946,22346043,20672
16,Michoacán,38,Huetamo,74900,Maíz grano,4320,5946,23563680,5455
3,Baja California Sur,8,Los Cabos,87900,Sorgo forrajero en verde,77,5946,5137014,66714
13,Hidalgo,76,Tula de Allende,59000,Cebada forrajera en verde,313,5953,710052,2269
7,Chiapas,66,Pantelhó,57100,Café cereza,2260,5961,27987008,12384
15,México,78,Santo Tomás,74900,Maíz grano,1815,5973,22067100,12158
16,Michoacán,105,Vista Hermosa,88100,Sorgo grano,1719,5983,20402964,11869
13,Hidalgo,63,Tepeji del Río de Ocampo,51700,Alfalfa verde,68,5984,1858989,27338
8,Chihuahua,13,Casas Grandes,54900,Avena forrajera en verde,200,6000,1200000,6000
8,Chihuahua,50,Nuevo Casas Grandes,54900,Avena forrajera en verde,200,6000,1440000,7200
15,México,45,Jilotepec,86600,Rye grass en verde,125,6000,3000000,24000
15,México,114,Villa Victoria,90900,Triticale forrajero en verde,300,6000,3000000,10000
16,Michoacán,24,Cherán,74900,Maíz grano,2400,6000,18161520,7567
10,Durango,12,Lerdo,92200,Zacate,318,6002,1598420,5026
8,Chihuahua,50,Nuevo Casas Grandes,81900,Pastos y praderas en verde,227,6004,1208500,5324
7,Chiapas,77,Salto de Agua,57100,Café cereza,2807,6022,26654756,9496
14,Jalisco,109,Unión de San Antonio,54900,Avena forrajera en verde,325,6023,2627915,8086
1,Aguascalientes,4,Cosío,74900,Maíz grano,1735,6024,19182038,11056
8,Chihuahua,26,Gran Morelos,87900,Sorgo forrajero en verde,863,6041,3248850,3765
13,Hidalgo,54,San Salvador,59000,Cebada forrajera en verde,216,6044,909888,4216
12,Guerrero,68,La Unión de Isidoro Montes de Oca,74900,Maíz grano,2889,6046,23494312,8132
16,Michoacán,21,Charapan,54900,Avena forrajera en verde,550,6050,4082298,7422
12,Guerrero,3,Ajuchitlán del Progreso,75600,Mango,486,6072,21319059,43889
2,Baja California,2,Mexicali,88100,Sorgo grano,1342,6073,19207600,14313
14,Jalisco,15,Autlán de Navarro,50500,Agave,80,6080,18240000,228000
15,México,68,Ozumba,74900,Maíz grano,1557,6082,21218112,13628
11,Guanajuato,15,Guanajuato,51700,Alfalfa verde,77,6083,2258800,29335
15,México,17,Ayapango,74700,Maíz forrajero en verde,117,6084,2372760,20280
7,Chiapas,78,San Cristóbal de Las Casas,74900,Maíz grano,5255,6089,23568361,4485
8,Chihuahua,10,Buenaventura,81900,Pastos y praderas en verde,194,6092,3787440,19523
10,Durango,14,Mezquital,87900,Sorgo forrajero en verde,320,6093,2924544,9139
8,Chihuahua,13,Casas Grandes,81900,Pastos y praderas en verde,220,6100,1260000,5727
14,Jalisco,77,San Martín Hidalgo,74700,Maíz forrajero en verde,181,6105,3146660,17395
15,México,81,Tecámac,51700,Alfalfa verde,80,6116,1633908,20424
14,Jalisco,66,Poncitlán,60500,Chayote,128,6124,16932268,132283
16,Michoacán,3,Álvaro Obregón,54900,Avena forrajera en verde,420,6132,4415040,10512
16,Michoacán,7,Aporo,74900,Maíz grano,1753,6134,21161438,12075
7,Chiapas,75,Las Rosas,74900,Maíz grano,4282,6135,23807470,5560
6,Colima,7,Manzanillo,73900,Limón,614,6135,22397956,36507
14,Jalisco,105,Tototlán,50500,Agave,52,6136,26048302,500929
14,Jalisco,77,San Martín Hidalgo,54100,Arroz palay,808,6141,30704000,38000
16,Michoacán,35,La Huacana,82100,Pepino,275,6145,23364509,84962
12,Guerrero,68,La Unión de Isidoro Montes de Oca,64000,Copra,2762,6145,49385512,17880
16,Michoacán,25,Chilchota,74900,Maíz grano,2364,6146,20488779,8667
6,Colima,2,Colima,73900,Limón,421,6150,21898941,52016
8,Chihuahua,27,Guachochi,74900,Maíz grano,8700,6157,23746000,2729
11,Guanajuato,5,Apaseo El Grande,54900,Avena forrajera en verde,290,6163,3258977,11238
17,Morelos,3,Axochiapan,82100,Pepino,369,6163,21958834,59509
14,Jalisco,103,Tonila,50600,Aguacate,506,6165,89470777,176820
2,Baja California,1,Ensenada,87100,Sandía,187,6167,15804765,84744
11,Guanajuato,1,Abasolo,68200,Fresa,150,6168,37071277,247142
14,Jalisco,32,Chiquilistlán,74900,Maíz grano,2027,6171,21902100,10805
14,Jalisco,13,Atotonilco El Alto,90500,Trigo grano,1120,6171,23759120,21214
12,Guerrero,42,Mártir de Cuilapan,74900,Maíz grano,2940,6174,29170792,9922
16,Michoacán,1,Acuitzio,74900,Maíz grano,2000,6174,21389977,10695
15,México,35,Huehuetoca,54900,Avena forrajera en verde,374,6175,1726157,4615
2,Baja California,2,Mexicali,61900,Cilantro,496,6177,74938567,151086
11,Guanajuato,46,Yuriria,51700,Alfalfa verde,87,6177,4941600,56800
13,Hidalgo,75,Tolcayuca,59200,Cebada grano,3864,6182,22073752,5713
15,México,49,Joquicingo,74900,Maíz grano,1375,6188,19419221,14123
11,Guanajuato,1,Abasolo,89700,Tomate rojo (jitomate),95,6190,30068624,315847
15,México,95,Tepotzotlán,54900,Avena forrajera en verde,353,6193,1769719,5013
16,Michoacán,24,Cherán,54900,Avena forrajera en verde,590,6195,4182988,7090
16,Michoacán,70,Purépero,74900,Maíz grano,2295,6197,20663716,9004
8,Chihuahua,5,Ascensión,87100,Sandía,155,6200,17040018,109936
7,Chiapas,27,Chiapa de Corzo,81300,Papaya,80,6201,19533150,245700
14,Jalisco,37,El Grullo,58300,Semilla de caña de azúcar,54,6210,3322350,61525
10,Durango,31,Santa Clara,54900,Avena forrajera en verde,861,6212,2141645,2487
5,Coahuila,10,Frontera,87900,Sorgo forrajero en verde,242,6216,3239940,13388
16,Michoacán,93,Tlalpujahua,74900,Maíz grano,2252,6221,20721406,9203
13,Hidalgo,15,Cardonal,54900,Avena forrajera en verde,349,6222,918032,2630
14,Jalisco,55,Magdalena,74700,Maíz forrajero en verde,172,6226,2490560,14480
7,Chiapas,65,Palenque,71900,Hule hevea,2333,6228,150333565,64452
7,Chiapas,22,Chalchihuitán,74900,Maíz grano,5100,6230,23846653,4676
8,Chihuahua,31,Guerrero,55100,Avena grano,2748,6232,24952928,9080
16,Michoacán,98,Tuxpan,82100,Pepino,283,6235,18438584,65154
13,Hidalgo,23,Francisco I. Madero,59000,Cebada forrajera en verde,200,6238,970706,4842
16,Michoacán,11,Briseñas,89700,Tomate rojo (jitomate),115,6240,36227027,315018
11,Guanajuato,27,Salamanca,73300,Lechuga,346,6254,23119440,66848
15,México,38,Isidro Fabela,54900,Avena forrajera en verde,444,6254,1788416,4028
12,Guerrero,18,Copala,64000,Copra,3255,6256,46478557,14279
16,Michoacán,74,Cojumatlán de Régules,59400,Cebolla,182,6257,17404400,95629
5,Coahuila,26,Progreso,87900,Sorgo forrajero en verde,254,6275,3836576,15105
11,Guanajuato,37,Silao de La Victoria,59400,Cebolla,193,6275,23297675,120713
15,México,5,Almoloya de Juárez,91100,Triticale grano,1990,6277,18203300,9147
14,Jalisco,29,Cuquío,50500,Agave,80,6280,39712020,496400
6,Colima,2,Colima,74900,Maíz grano,1745,6282,22746990,13036
17,Morelos,25,Tlaquiltenango,81900,Pastos y praderas en verde,366,6290,2987769,8170
8,Chihuahua,26,Gran Morelos,54900,Avena forrajera en verde,699,6291,3623553,5184
8,Chihuahua,65,Urique,54900,Avena forrajera en verde,702,6301,2518487,3588
7,Chiapas,94,Teopisca,74900,Maíz grano,3874,6306,24579128,6345
8,Chihuahua,10,Buenaventura,59400,Cebolla,140,6316,22131600,158083
10,Durango,7,Gómez Palacio,76700,Melón,178,6318,8883108,49989
10,Durango,13,Mapimí,61200,Chile verde,100,6318,33736600,337366
5,Coahuila,15,Juárez,92200,Zacate,455,6325,3798479,8348
8,Chihuahua,1,Ahumada,61200,Chile verde,343,6326,41293200,120388
13,Hidalgo,35,Metepec,51700,Alfalfa verde,73,6329,1907591,26131
16,Michoacán,60,Numarán,90500,Trigo grano,1811,6339,21794298,12034
16,Michoacán,42,Ixtlán,63100,Col (repollo),154,6343,17189909,111623
7,Chiapas,78,San Cristóbal de Las Casas,63100,Col (repollo),260,6344,15169084,58343
14,Jalisco,68,Villa Purificación,87900,Sorgo forrajero en verde,281,6344,1580640,5619
6,Colima,4,Coquimatlán,74900,Maíz grano,1309,6347,22850928,17457
13,Hidalgo,69,Tizayuca,54900,Avena forrajera en verde,499,6353,2015645,4039
7,Chiapas,32,Escuintla,83900,Plátano,215,6363,12448382,57899
10,Durango,13,Mapimí,87900,Sorgo forrajero en verde,275,6367,2617075,9506
14,Jalisco,85,Tamazula de Gordiano,89700,Tomate rojo (jitomate),60,6370,39249010,654150
13,Hidalgo,72,Tlanalapa,59200,Cebada grano,2911,6375,22950324,7884
5,Coahuila,33,San Pedro,59400,Cebolla,173,6385,38539860,222774
15,México,99,Texcoco,74900,Maíz grano,1733,6389,22132149,12775
16,Michoacán,14,Coahuayana,75600,Mango,532,6393,20477333,38491
10,Durango,34,Tamazula,74900,Maíz grano,8528,6396,26441064,3101
8,Chihuahua,58,San Francisco de Conchos,61200,Chile verde,160,6398,27513120,171957
10,Durango,24,Rodeo,54900,Avena forrajera en verde,224,6400,1599920,7143
14,Jalisco,52,Juchitlán,50500,Agave,80,6400,30973568,387170
15,México,88,Tenancingo,74700,Maíz forrajero en verde,202,6412,2509929,12425
12,Guerrero,6,Apaxtla,81900,Pastos y praderas en verde,560,6440,5493900,9811
14,Jalisco,2,Acatlán de Juárez,81900,Pastos y praderas en verde,230,6440,2497496,10859
16,Michoacán,94,Tlazazalca,74900,Maíz grano,1746,6445,21631811,12389
16,Michoacán,8,Aquila,81300,Papaya,239,6453,29979347,125437
6,Colima,1,Armería,83900,Plátano,185,6457,13848674,74858
10,Durango,7,Gómez Palacio,51900,Algodón hueso,1494,6464,68666328,45971
7,Chiapas,44,Ixtapa,74900,Maíz grano,4968,6479,20532669,4133
11,Guanajuato,36,Santiago Maravatío,51700,Alfalfa verde,90,6480,5194368,57715
8,Chihuahua,14,Coronado,74700,Maíz forrajero en verde,162,6482,2916729,18005
16,Michoacán,32,Erongarícuaro,54900,Avena forrajera en verde,730,6494,5854528,8020
5,Coahuila,9,Francisco I. Madero,51900,Algodón hueso,1662,6498,73704049,44348
8,Chihuahua,38,Julimes,61200,Chile verde,176,6508,41715499,237020
11,Guanajuato,38,Tarandacuao,88100,Sorgo grano,1029,6516,22193377,21568
16,Michoacán,52,Lázaro Cárdenas,83900,Plátano,188,6518,11249938,59840
13,Hidalgo,3,Actopan,54900,Avena forrajera en verde,226,6519,1048348,4639
14,Jalisco,58,Mascota,51700,Alfalfa verde,85,6520,4510777,53068
11,Guanajuato,9,Comonfort,88100,Sorgo grano,1155,6520,21955947,19009
17,Morelos,4,Ayala,88100,Sorgo grano,2945,6523,20872000,7087
16,Michoacán,100,Tzintzuntzan,54900,Avena forrajera en verde,685,6523,5687519,8303
8,Chihuahua,44,Matamoros,54900,Avena forrajera en verde,233,6524,2740080,11760
11,Guanajuato,18,Jaral del Progreso,75000,Semilla de maíz grano,1450,6525,81562500,56250
15,México,110,Valle de Bravo,66100,Elote,653,6530,20896000,32000
14,Jalisco,22,Cihuatlán,81300,Papaya,114,6539,34920566,306321
6,Colima,9,Tecomán,58300,Semilla de caña de azúcar,82,6544,2748312,33516
2,Baja California,1,Ensenada,66500,Espárrago,841,6544,247457340,294242
14,Jalisco,34,Ejutla,74900,Maíz grano,1332,6545,19518100,14653
16,Michoacán,65,Paracho,54900,Avena forrajera en verde,595,6545,4411854,7415
12,Guerrero,13,Azoyú,74900,Maíz grano,2238,6547,27790829,12418
14,Jalisco,92,Teocuitatlán de Corona,90500,Trigo grano,1350,6548,18549853,13741
14,Jalisco,15,Autlán de Navarro,74900,Maíz grano,2014,6555,20586500,10222
16,Michoacán,98,Tuxpan,81900,Pastos y praderas en verde,160,6560,6364315,39777
7,Chiapas,114,Benemérito de Las Américas,71900,Hule hevea,1675,6566,134634189,80379
5,Coahuila,30,Saltillo,99200,Maguey forrajero,1000,6568,3284000,3284
10,Durango,25,San Bernardo,87900,Sorgo forrajero en verde,310,6578,5262312,16975
16,Michoacán,14,Coahuayana,87900,Sorgo forrajero en verde,286,6578,2960100,10350
12,Guerrero,44,Mochitlán,74900,Maíz grano,2526,6581,31740834,12566
14,Jalisco,113,San Gabriel,88100,Sorgo grano,1600,6593,22223750,13890
14,Jalisco,99,Tolimán,87100,Sandía,220,6600,27060000,123000
16,Michoacán,49,Madero,50500,Agave,132,6600,14520000,110000
14,Jalisco,109,Unión de San Antonio,87900,Sorgo forrajero en verde,315,6600,5345982,16961
12,Guerrero,51,Quechultenango,81900,Pastos y praderas en verde,500,6610,6345137,12690
14,Jalisco,53,Lagos de Moreno,90900,Triticale forrajero en verde,290,6612,2160140,7449
16,Michoacán,108,Zamora,89700,Tomate rojo (jitomate),197,6617,33186998,168462
11,Guanajuato,29,San Diego de La Unión,91200,Tuna,532,6619,17065894,32079
13,Hidalgo,76,Tula de Allende,90900,Triticale forrajero en verde,385,6622,3973200,10320
14,Jalisco,28,Cuautla,74900,Maíz grano,1376,6622,19939100,14491
16,Michoacán,23,Chavinda,68200,Fresa,125,6625,79500000,636000
14,Jalisco,108,Tuxpan,50600,Aguacate,530,6668,97608103,184166
13,Hidalgo,35,Metepec,74900,Maíz grano,3127,6676,20586093,6583
11,Guanajuato,19,Jerécuaro,88100,Sorgo grano,2740,6683,22744049,8301
14,Jalisco,36,Etzatlán,58300,Semilla de caña de azúcar,62,6687,3006810,48497
7,Chiapas,71,Villa Comaltitlán,75600,Mango,995,6690,30806684,30961
7,Chiapas,23,Chamula,63100,Col (repollo),290,6699,14268870,49203
17,Morelos,21,Tetecala,84100,Polar (gruesa),5,6700,645143,129029
16,Michoacán,12,Buenavista,75600,Mango,1135,6708,29023805,25572
4,Campeche,2,Campeche,92900,Zapote,616,6714,24201310,39288
1,Aguascalientes,6,Pabellón de Arteaga,54900,Avena forrajera en verde,298,6714,2573416,8636
8,Chihuahua,44,Matamoros,74900,Maíz grano,671,6717,21493472,32032
10,Durango,8,Guadalupe Victoria,51700,Alfalfa verde,60,6720,3897600,64960
16,Michoacán,89,Tepalcatepec,75600,Mango,1132,6721,28998876,25625
16,Michoacán,33,Gabriel Zamora,82100,Pepino,436,6721,17866203,40978
5,Coahuila,20,Múzquiz,87900,Sorgo forrajero en verde,352,6724,3882229,11018
14,Jalisco,5,Amatitán,81900,Pastos y praderas en verde,215,6730,2079146,9670
13,Hidalgo,80,Yahualica,74900,Maíz grano,5013,6732,31445816,6273
14,Jalisco,124,Zapotlanejo,58200,Caña de azucar,143,6740,11668346,81369
15,México,73,San Antonio La Isla,52400,Alhelí (manojo),4,6748,107968,26992
1,Aguascalientes,4,Cosío,54900,Avena forrajera en verde,539,6749,2425176,4499
14,Jalisco,34,Ejutla,50500,Agave,90,6750,27000000,300000
15,México,87,Temoaya,54900,Avena forrajera en verde,300,6765,4397250,14658
8,Chihuahua,3,Allende,54900,Avena forrajera en verde,258,6775,3048948,11818
6,Colima,9,Tecomán,76700,Melón,251,6777,20331000,81000
3,Baja California Sur,2,Mulegé,68200,Fresa,113,6780,116181131,1028152
16,Michoacán,45,Jiquilpan,89700,Tomate rojo (jitomate),126,6784,42489172,337216
14,Jalisco,69,Quitupan,74900,Maíz grano,1122,6791,23610270,21043
8,Chihuahua,55,Rosales,54900,Avena forrajera en verde,194,6793,2405861,12394
15,México,5,Almoloya de Juárez,81000,Papa,300,6795,37372500,124575
16,Michoacán,49,Madero,81900,Pastos y praderas en verde,160,6800,5780000,36125
16,Michoacán,87,Taretan,75600,Mango,1106,6804,28148621,25451
8,Chihuahua,45,Meoqui,54900,Avena forrajera en verde,195,6815,2434479,12504
14,Jalisco,86,Tapalpa,50600,Aguacate,682,6820,118376172,173572
5,Coahuila,23,Ocampo,81000,Papa,170,6824,36848520,216756
15,México,113,Villa Guerrero,54700,Ave del paraíso (gruesa),18,6840,2633400,146300
1,Aguascalientes,9,Tepezalá,66100,Elote,275,6843,7527300,27372
14,Jalisco,71,San Cristóbal de La Barranca,81900,Pastos y praderas en verde,453,6851,2703136,5967
16,Michoacán,105,Vista Hermosa,89700,Tomate rojo (jitomate),163,6854,32806417,201266
10,Durango,35,Tepehuanes,51700,Alfalfa verde,126,6870,3428130,27207
16,Michoacán,51,Marcos Castellanos,74900,Maíz grano,1716,6881,23051886,13434
7,Chiapas,89,Tapachula,80300,Palma africana o de aceite,395,6892,9443995,23909
10,Durango,8,Guadalupe Victoria,81900,Pastos y praderas en verde,230,6900,2622000,11400
16,Michoacán,108,Zamora,90500,Trigo grano,1150,6900,24150000,21000
11,Guanajuato,7,Celaya,56700,Brócoli,380,6903,31839129,83787
5,Coahuila,17,Matamoros,87100,Sandía,124,6912,14436482,116895
10,Durango,6,General Simón Bolívar,92200,Zacate,655,6925,1038692,1587
14,Jalisco,43,La Huerta,81300,Papaya,122,6926,37065899,303819
12,Guerrero,38,Zihuatanejo de Azueta,64000,Copra,3343,6930,55723645,16669
16,Michoacán,82,Tacámbaro,58300,Semilla de caña de azúcar,73,6935,3051400,41800
14,Jalisco,113,San Gabriel,50600,Aguacate,831,6941,78568658,94577
